Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement Rate
3/26/2023 10:00,General ,TWITTER,Community Engagement ,11448,131,Photo,1.144304682
3/26/2023 9:29,General ,INSTAGRAM,Community Engagement ,5825,0,Photo,0
3/26/2023 9:04,General ,TWITTER,Community Engagement ,2773,27,Text,0.973674721
3/26/2023 9:00,DOTA2,TWITTER,N/A ,0,0,Photo,
3/26/2023 9:00,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/26/2023 7:59,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/26/2023 7:58,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/26/2023 7:58,DOTA2,TWITTER,N/A ,465,15,Photo,
3/26/2023 7:57,General ,FBPAGE,N/A ,26074,3969,Photo,15.22206029
3/26/2023 7:54,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/26/2023 7:47,General ,FBPAGE,Community Engagement ,0,0,Photo,#DIV/0!
3/26/2023 7:47,General ,FBPAGE,Community Engagement ,26074,3969,Photo,15.22206029
3/26/2023 7:47,General ,FBPAGE,Community Engagement ,52147,7937,Photo,15.22043454
3/26/2023 7:47,DOTA2,TWITTER,Community Engagement ,3371,176,Photo,
3/25/2023 19:21,CSGO,TWITTER,Community Engagement ,1015,15,Photo,
3/25/2023 18:14,CSGO,TWITTER,Community Engagement ,1310,10,Photo,
3/25/2023 17:53,General ,TWITTER,Evil Exhibited ,14708,37,Photo,0.251563775
3/25/2023 17:10,CSGO,TWITTER,Community Engagement ,1986,28,Photo,
3/25/2023 16:41,General ,TWITTER,Evil Exhibited ,17251,321,Video,1.860761695
3/25/2023 16:38,General ,TWITTER,Evil Exhibited ,14698,12,Photo,0.081643761
3/25/2023 16:33,General ,TWITTER,Evil Exhibited ,13082,236,Video,1.804005504
3/25/2023 15:44,General ,TWITTER,Evil Exhibited ,22450,70,Photo,0.311804009
3/25/2023 14:58,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/25/2023 14:09,General ,TWITTER,Evil Exhibited ,8707,29,Photo,0.33306535
3/25/2023 13:12,General ,TWITTER,Evil Exhibited ,16491,91,Photo,0.551816142
3/25/2023 12:00,General ,TWITTER,Community Engagement ,9919,57,Photo,0.574654703
3/25/2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/25/2023 11:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/25/2023 11:00,General ,INSTAGRAM,Community Engagement ,13290,276,Carousel,2.076749436
3/25/2023 11:00,General ,TWITTER,Community Engagement ,13271,479,Photo,3.609373823
3/25/2023 11:00,DOTA2,TWITTER,Community Engagement ,1085,51,Photo,
3/25/2023 11:00,General ,FBPAGE,Community Engagement ,28898,1041,Photo,3.60232542
3/25/2023 10:13,General ,FBPAGE,Community Engagement ,20993,1561,Photo,7.435811937
3/25/2023 10:09,DOTA2,TWITTER,N/A ,978,16,Photo,
3/25/2023 10:07,General ,TWITTER,Community Engagement ,185,8,Text,4.324324324
3/25/2023 10:06,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/25/2023 10:00,General ,INSTAGRAM,Community Engagement ,9488,229,Photo,2.413575042
3/25/2023 10:00,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/25/2023 10:00,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/25/2023 10:00,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/25/2023 10:00,General ,TWITTER,Community Engagement ,13774,134,Photo,0.972847394
3/25/2023 10:00,General ,FBPAGE,Community Engagement ,19239,709,Photo,3.685222725
3/25/2023 9:00,General ,TWITTER,Community Engagement ,9761,92,Video,0.94252638
3/24/2023 19:28,CSGO,TWITTER,Community Engagement ,855,9,Photo,
3/24/2023 18:03,CSGO,TWITTER,Community Engagement ,1254,10,Photo,
3/24/2023 17:57,General,LINKEDIN_COMPANY,Community Engagement ,933,16,Photo,1.714898178
3/24/2023 17:06,CSGO,TWITTER,Community Engagement ,1891,33,Photo,
3/24/2023 13:54,General,LINKEDIN_COMPANY,Community Engagement ,2026,48,Video,2.369200395
3/24/2023 13:54,General,LINKEDIN_COMPANY,Community Engagement ,917,12,Photo,1.308615049
3/24/2023 13:30,General ,TWITTER,Community Engagement ,10785,79,Photo,0.732498841
3/24/2023 13:18,General ,YOUTUBE,Community Engagement ,340,23,Video,6.764705882
3/24/2023 13:10,General ,YOUTUBE,N/A ,0,0,Video,#DIV/0!
3/24/2023 13:00,General ,TWITTER,Community Engagement ,13252,44,Link,0.332025355
3/24/2023 13:00,General ,TWITTER,Community Engagement ,18405,349,Photo,1.896223852
3/24/2023 12:51,General ,TWITTER,Community Engagement ,2127,20,Text,0.94029149
3/24/2023 12:30,General ,TWITTER,Community Engagement ,4565,164,Video,3.592552026
3/24/2023 12:25,General ,TIKTOK_BUSINESS,N/A ,1018,122,Video,11.98428291
3/24/2023 12:24,General ,INSTAGRAM,Community Engagement ,5579,0,Photo,0
3/24/2023 11:46,General ,TWITTER,Community Engagement ,3059,51,Link,1.667211507
3/24/2023 11:37,General ,TWITTER,Community Engagement ,9237,105,Link,1.136732705
3/24/2023 11:34,General ,FBPAGE,Community Engagement ,7489,408,Video,5.447990386
3/24/2023 11:34,DOTA2,TWITTER,Community Engagement ,2615,86,Video,
3/24/2023 11:31,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/24/2023 11:31,General ,FBPAGE,Community Engagement ,4663,123,Video,2.637786833
3/24/2023 11:31,General ,INSTAGRAM,Community Engagement ,14237,434,Video,3.048395027
3/24/2023 11:30,General ,TWITTER,Community Engagement ,142423,5881,Video,4.129248787
3/24/2023 11:24,General ,YOUTUBE,Community Engagement ,2846,130,Video,4.567814476
3/24/2023 9:12,General ,INSTAGRAM,Evergreen ,3048,20,Video,0.656167979
3/24/2023 9:12,General ,TIKTOK_BUSINESS,Evergreen ,269,11,Video,4.089219331
3/24/2023 9:00,General ,INSTAGRAM,Community Engagement ,16432,370,Photo,2.251703992
3/24/2023 9:00,General ,TWITTER,Community Engagement ,13422,145,Photo,1.080315899
3/24/2023 9:00,DOTA2,TWITTER,Community Engagement ,1750,38,Photo,
3/24/2023 9:00,General ,FBPAGE,Community Engagement ,12438,407,Photo,3.272230262
3/24/2023 9:00,General ,FBPAGE,Community Engagement ,16456,158,Photo,0.960136121
3/23/2023 19:26,CSGO,TWITTER,Community Engagement ,808,16,Photo,
3/23/2023 19:13,General ,YOUTUBE,N/A ,6,0,Video,0
3/23/2023 18:44,General ,YOUTUBE,Community Engagement ,162,9,Video,5.555555556
3/23/2023 18:15,CSGO,TWITTER,Community Engagement ,1241,19,Photo,
3/23/2023 17:07,CSGO,TWITTER,Community Engagement ,2089,31,Photo,
3/23/2023 17:02,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/23/2023 16:30,General ,TWITTER,Community Engagement ,12442,50,Photo,0.401864652
3/23/2023 15:23,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/23/2023 15:19,General ,INSTAGRAM,Evergreen ,22832,675,Video,2.956377015
3/23/2023 15:19,General ,TIKTOK_BUSINESS,Evergreen ,170,13,Video,7.647058824
3/23/2023 15:17,Valorant,YOUTUBE,Evil Exhibited ,309,23,Video,
3/23/2023 13:55,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/23/2023 13:39,General,LINKEDIN_COMPANY,Evil Exhibited ,3859,124,Link,3.213267686
3/23/2023 13:08,General ,INSTAGRAM,Evil Exhibited ,6974,74,Video,1.061084026
3/23/2023 13:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,156,7,Video,4.487179487
3/23/2023 12:52,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 12:27,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
3/23/2023 12:07,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 12:07,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 12:07,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 12:06,General ,INSTAGRAM,N/A ,4004,0,Video,0
3/23/2023 12:00,General ,TWITTER,Community Engagement ,10704,227,Video,2.120702541
3/23/2023 12:00,General ,FBPAGE,Community Engagement ,13317,653,Video,4.903506796
3/23/2023 11:48,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 11:41,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/23/2023 11:18,General ,INSTAGRAM,N/A ,4286,0,Video,0
3/23/2023 11:00,General ,TWITTER,Community Engagement ,11726,81,Photo,0.690772642
3/23/2023 10:44,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 10:44,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/23/2023 10:44,General ,INSTAGRAM,N/A ,5117,0,Video,0
3/23/2023 9:34,General ,TIKTOK_BUSINESS,Evergreen ,71,1,Video,1.408450704
3/23/2023 9:12,General ,INSTAGRAM,Evergreen ,101,1,Video,0.99009901
3/23/2023 8:47,General ,YOUTUBE,Community Engagement ,1627,27,Video,1.659496005
3/23/2023 8:47,General ,YOUTUBE,N/A ,671,15,Video,2.235469449
3/22/2023 21:27,CSGO,TWITTER,Community Engagement ,1282,23,Photo,
3/22/2023 20:09,CSGO,TWITTER,Community Engagement ,1612,20,Photo,
3/22/2023 19:15,CSGO,TWITTER,Community Engagement ,74,10,Video,
3/22/2023 19:15,CSGO,TWITTER,Community Engagement ,737,4,Photo,
3/22/2023 18:56,CSGO,TWITTER,Community Engagement ,743,13,Photo,
3/22/2023 18:49,CSGO,TWITTER,Community Engagement ,134,4,Text,
3/22/2023 18:49,CSGO,TWITTER,N/A ,0,0,Video,
3/22/2023 18:41,CSGO,TWITTER,Community Engagement ,1825,142,Video,
3/22/2023 18:20,CSGO,TWITTER,Community Engagement ,1012,8,Photo,
3/22/2023 18:00,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/22/2023 18:00,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/22/2023 17:45,General ,YOUTUBE,Community Engagement ,969,42,Video,4.334365325
3/22/2023 17:42,CSGO,TWITTER,Community Engagement ,1519,18,Photo,
3/22/2023 17:07,CSGO,TWITTER,Community Engagement ,2601,39,Photo,
3/22/2023 16:45,General ,INSTAGRAM,Evergreen ,25224,414,Video,1.641294006
3/22/2023 16:45,General ,TIKTOK_BUSINESS,Evergreen ,151,5,Video,3.311258278
3/22/2023 15:28,CSGO,TWITTER,Community Engagement ,292,8,Text,
3/22/2023 15:11,General ,TWITTER,Community Engagement ,38217,1253,Photo,3.278645629
3/22/2023 14:26,General ,INSTAGRAM,Evergreen ,25235,252,Video,0.998613037
3/22/2023 14:24,General ,TIKTOK_BUSINESS,Evergreen ,986,30,Video,3.042596349
3/22/2023 13:14,General ,INSTAGRAM,Community Engagement ,8023,288,Photo,3.589679671
3/22/2023 13:14,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/22/2023 13:13,General ,TWITTER,Community Engagement ,16900,212,Photo,1.25443787
3/22/2023 13:03,General ,TWITTER,Community Engagement ,23361,1043,Video,4.464706134
3/22/2023 13:01,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/22/2023 11:49,General ,INSTAGRAM,Evergreen ,7449,85,Video,1.141092764
3/22/2023 11:48,General ,TIKTOK_BUSINESS,Evergreen ,93,2,Video,2.150537634
3/22/2023 11:28,DOTA2,TWITTER,N/A ,0,0,Photo,
3/22/2023 11:23,DOTA2,TWITTER,N/A ,1450,26,Text,
3/22/2023 11:00,General ,TWITTER,Community Engagement ,12755,94,Photo,0.736965896
3/22/2023 10:59,General,LINKEDIN_COMPANY,Community Engagement ,2046,45,Photo,2.19941349
3/22/2023 10:34,DOTA2,TWITTER,N/A ,0,0,Text,
3/22/2023 9:49,CSGO,TWITTER,Community Engagement ,78,6,Video,
3/22/2023 9:48,CSGO,TWITTER,Community Engagement ,1565,105,Video,
3/22/2023 9:42,CSGO,TWITTER,Community Engagement ,205398,3831,Photo,
3/22/2023 9:14,General ,FBPAGE,Community Engagement ,38892,3862,Video,9.930062738
3/22/2023 9:03,General ,FBPAGE,Community Engagement ,21408,3964,Video,18.51644245
3/22/2023 8:51,CSGO,TWITTER,Community Engagement ,88,9,Video,
3/22/2023 8:50,CSGO,TWITTER,N/A ,0,0,Link,
3/21/2023 22:10,CSGO,TWITTER,N/A ,0,0,Text,
3/21/2023 19:35,CSGO,TWITTER,Community Engagement ,971,13,Photo,
3/21/2023 18:33,CSGO,TWITTER,Community Engagement ,34095,2248,Video,
3/21/2023 18:13,CSGO,TWITTER,Community Engagement ,1415,22,Photo,
3/21/2023 18:09,CSGO,TWITTER,Community Engagement ,2187,271,Video,
3/21/2023 17:06,CSGO,TWITTER,Community Engagement ,2117,38,Photo,
3/21/2023 13:35,General ,TWITTER,Community Engagement ,15423,133,Photo,0.862348441
3/21/2023 13:33,DOTA2,TWITTER,Community Engagement ,2877,150,Photo,
3/21/2023 13:33,General ,FBPAGE,Community Engagement ,30357,4106,Photo,13.52571071
3/21/2023 13:12,DOTA2,TWITTER,N/A ,27,1,Text,
3/21/2023 12:46,DOTA2,TWITTER,N/A ,5795,353,Photo,
3/21/2023 12:22,General ,TWITTER,Community Engagement ,1793,29,Photo,1.617401004
3/21/2023 12:21,General ,TWITTER,Community Engagement ,18422,61,Photo,0.331125828
3/21/2023 12:20,General ,INSTAGRAM,Evergreen ,10624,131,Video,1.233057229
3/21/2023 12:20,General ,TIKTOK_BUSINESS,Evergreen ,132,4,Video,3.03030303
3/21/2023 11:47,DOTA2,YOUTUBE,N/A ,852,65,Video,
3/21/2023 11:44,DOTA2,YOUTUBE,N/A ,690,37,Video,
3/21/2023 11:39,Valorant,YOUTUBE,Evil Exhibited ,572,14,Video,
3/21/2023 11:25,DOTA2,TWITTER,Community Engagement ,3122,263,Photo,
3/21/2023 11:25,General ,FBPAGE,Community Engagement ,36680,6625,Photo,18.06161396
3/21/2023 11:24,General ,YOUTUBE,N/A ,5091,130,Video,2.55352583
3/21/2023 11:22,General ,YOUTUBE,N/A ,1600,52,Video,3.25
3/21/2023 11:20,Valorant,YOUTUBE,Evil Exhibited ,0,0,Video,
3/21/2023 11:19,General ,YOUTUBE,N/A ,761,15,Video,1.97109067
3/21/2023 11:00,General ,TWITTER,Evil Exhibited ,14609,378,Video,2.587446095
3/21/2023 10:48,DOTA2,YOUTUBE,N/A ,2093,111,Video,
3/21/2023 10:46,Valorant,YOUTUBE,Evil Exhibited ,298,6,Video,
3/21/2023 10:46,Valorant,YOUTUBE,Evil Exhibited ,1336,29,Video,
3/21/2023 10:14,DOTA2,TWITTER,Community Engagement ,1704,78,Photo,
3/21/2023 10:14,General ,FBPAGE,Community Engagement ,21722,1667,Photo,7.674247307
3/21/2023 9:25,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/21/2023 9:25,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/21/2023 9:23,DOTA2,TWITTER,N/A ,800,33,Photo,
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,29818,8025,Photo,26.91327386
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,29818,8025,Photo,26.91327386
3/21/2023 9:23,General ,FBPAGE,Community Engagement ,59636,16048,Photo,26.90992018
3/21/2023 9:23,DOTA2,TWITTER,Community Engagement ,6102,364,Photo,
3/21/2023 9:20,DOTA2,TWITTER,N/A ,19,1,Text,
3/21/2023 9:10,General ,INSTAGRAM,Evergreen ,16315,224,Video,1.37296966
3/21/2023 9:10,General ,TIKTOK_BUSINESS,Evergreen ,1057,42,Video,3.973509934
3/21/2023 9:02,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/21/2023 7:50,DOTA2,TWITTER,N/A ,135,12,Text,
3/21/2023 7:36,DOTA2,TWITTER,N/A ,0,0,Photo,
3/20/2023 18:20,CSGO,TWITTER,Community Engagement ,1484,27,Photo,
3/20/2023 18:10,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/20/2023 18:10,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/20/2023 17:56,DOTA2,TWITTER,N/A ,0,0,Photo,
3/20/2023 17:55,DOTA2,TWITTER,N/A ,24,4,Text,
3/20/2023 17:19,CSGO,TWITTER,Community Engagement ,1847,17,Photo,
3/20/2023 16:35,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/20/2023 16:30,General ,YOUTUBE,N/A ,2208,66,Video,2.989130435
3/20/2023 16:15,CSGO,TWITTER,Community Engagement ,4354,119,Photo,
3/20/2023 15:05,DOTA2,TWITTER,N/A ,0,0,Photo,
3/20/2023 14:08,General ,INSTAGRAM,Evergreen ,10618,130,Video,1.224336033
3/20/2023 14:08,General ,TIKTOK_BUSINESS,Evergreen ,1021,36,Video,3.525954946
3/20/2023 13:24,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
3/20/2023 13:23,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
3/20/2023 13:22,General ,TWITTER,Community Engagement ,289,14,Text,4.844290657
3/20/2023 13:21,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/20/2023 12:37,DOTA2,TWITTER,N/A ,806,136,Link,
3/20/2023 12:08,General ,INSTAGRAM,Evergreen ,8033,79,Video,0.983443296
3/20/2023 12:01,General ,TIKTOK_BUSINESS,Evergreen ,139,5,Video,3.597122302
3/20/2023 12:00,General ,TWITTER,Community Engagement ,14712,151,Photo,1.026373029
3/20/2023 10:22,General ,TWITTER,Community Engagement ,400,20,Text,5
3/20/2023 10:01,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/20/2023 10:01,CSGO,TWITTER,Community Engagement ,144080,10909,Photo,
3/20/2023 9:58,General ,INSTAGRAM,Evergreen ,206,2,Video,0.970873786
3/20/2023 9:58,General ,TIKTOK_BUSINESS,Evergreen ,966,46,Video,4.761904762
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/20/2023 9:01,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/20/2023 9:01,DOTA2,TWITTER,Community Engagement ,15547,1628,Video,
3/20/2023 9:01,General ,TWITTER,Community Engagement ,22456,814,Video,3.624866405
3/20/2023 9:01,General ,INSTAGRAM,Community Engagement ,41199,3073,Video,7.458918906
3/20/2023 9:00,General ,FBPAGE,Community Engagement ,47518,15219,Video,32.02786313
3/20/2023 9:00,General ,FBPAGE,Community Engagement ,118245,13438,Video,11.36453973
3/20/2023 8:30,DOTA2,TWITTER,N/A ,1235,56,Text,
3/20/2023 7:16,DOTA2,TWITTER,N/A ,1044,66,Text,
3/20/2023 6:06,General ,INSTAGRAM,Evergreen ,6515,66,Video,1.013046815
3/20/2023 6:00,General ,TIKTOK_BUSINESS,Evergreen ,64,2,Video,3.125
3/19/2023 18:57,CSGO,TWITTER,Community Engagement ,1191,17,Text,
3/19/2023 18:53,General ,TWITTER,Community Engagement ,230,7,Text,3.043478261
3/19/2023 18:35,CSGO,TWITTER,Community Engagement ,1593,16,Photo,
3/19/2023 17:45,CSGO,TWITTER,Community Engagement ,816,19,Photo,
3/19/2023 17:20,General ,TWITTER,Community Engagement ,505,24,Text,4.752475248
3/19/2023 17:19,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/19/2023 16:43,CSGO,TWITTER,Community Engagement ,5051,145,Photo,
3/19/2023 16:26,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/19/2023 15:36,DOTA2,TWITTER,Community Engagement ,4062,142,Photo,
3/19/2023 15:36,General ,FBPAGE,Community Engagement ,29585,3412,Photo,11.53287139
3/19/2023 14:48,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/19/2023 14:48,General ,TWITTER,N/A ,0,0,Link,#DIV/0!
3/19/2023 13:40,DOTA2,TWITTER,Community Engagement ,1077,38,Photo,
3/19/2023 13:40,General ,FBPAGE,Community Engagement ,16607,1322,Photo,7.960498585
3/19/2023 12:06,General ,TWITTER,Community Engagement ,756,17,Text,2.248677249
3/19/2023 12:06,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/19/2023 11:31,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/19/2023 11:30,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/19/2023 9:17,DOTA2,TWITTER,N/A ,1052,47,Photo,
3/19/2023 9:17,DOTA2,TWITTER,N/A ,6896,386,Photo,
3/19/2023 9:15,General ,FBPAGE,N/A ,14282,3398,Photo,23.79218597
3/19/2023 9:00,General ,FBPAGE,N/A ,14282,3398,Photo,23.79218597
3/19/2023 9:00,General ,FBPAGE,N/A ,28564,6795,Photo,23.78868506
3/19/2023 7:54,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/18/2023 19:22,General ,TWITTER,N/A ,0,0,Text,#DIV/0!
3/18/2023 18:16,DOTA2,TWITTER,N/A ,0,0,Text,
3/18/2023 18:03,Valorant,YOUTUBE,Evil Exhibited ,1446,50,Video,
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text,
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text,
3/18/2023 17:20,DOTA2,TWITTER,N/A ,0,0,Text,
3/18/2023 9:00,DOTA2,TWITTER,Community Engagement ,9385,464,Photo,
3/18/2023 9:00,General ,FBPAGE,Community Engagement ,62861,13950,Photo,22.19182005
3/18/2023 9:00,General ,INSTAGRAM,Community Engagement ,29839,1743,Photo,5.841348571
3/18/2023 9:00,General ,TWITTER,Community Engagement ,13352,168,Photo,1.258238466
3/18/2023 9:00,General ,FBPAGE,Community Engagement ,38378,3430,Photo,8.937412059
3/17/2023 20:50,General ,TWITTER,Community Engagement ,29121,564,Photo,1.936746678
3/17/2023 20:49,General ,TWITTER,Community Engagement ,21230,466,Photo,2.195007065
3/17/2023 20:36,General ,TWITTER,Community Engagement ,15247,235,Photo,1.541286811
3/17/2023 20:00,General ,TWITTER,Community Engagement ,13070,185,Photo,1.415455241
3/17/2023 19:57,General ,TWITTER,Community Engagement ,43899,386,Photo,0.8792911
3/17/2023 19:24,General ,TWITTER,Community Engagement ,172,8,Text,4.651162791
3/17/2023 17:02,General ,TWITTER,Community Engagement ,1902,81,Photo,4.258675079
3/17/2023 16:54,DOTA2,TWITTER,N/A ,1324,41,Photo,
3/17/2023 16:53,General ,TWITTER,Community Engagement ,23742,407,Photo,1.714261646
3/17/2023 16:53,General ,TWITTER,Community Engagement ,18210,65,Text,0.356946733
3/17/2023 16:37,General ,TWITTER,Community Engagement ,19909,93,Text,0.467125421
3/17/2023 16:07,DOTA2,TWITTER,Community Engagement ,894,11,Photo,
3/17/2023 16:03,General ,TWITTER,Community Engagement ,42614,465,Photo,1.091190689
3/17/2023 15:49,General ,TWITTER,Community Engagement ,52099,258,Text,0.495211041
3/17/2023 12:17,General,LINKEDIN_COMPANY,Community Engagement ,3358,133,Photo,3.960690887
3/17/2023 12:00,General ,INSTAGRAM,Evergreen ,21615,423,Video,1.956974323
3/17/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,389,18,Video,4.627249357
3/17/2023 11:06,DOTA2,TWITTER,N/A ,442,12,Text,
3/17/2023 10:53,DOTA2,YOUTUBE,N/A ,64879,4388,Video,
3/17/2023 10:14,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
3/17/2023 10:05,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
3/17/2023 10:05,General ,YOUTUBE,N/A ,0,0,Text,#DIV/0!
3/17/2023 9:12,General ,INSTAGRAM,Evil Exhibited ,7215,70,Video,0.97020097
3/17/2023 9:00,General ,TWITTER,Evil Exhibited ,321,13,Text,4.049844237
3/17/2023 9:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,314,10,Video,3.184713376
3/17/2023 8:59,General ,TWITTER,Community Engagement ,183,5,Text,2.732240437
3/17/2023 8:58,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/16/2023 18:40,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/16/2023 16:27,DOTA2,TWITTER,Community Engagement ,3545,135,Photo,
3/16/2023 16:27,General ,FBPAGE,Community Engagement ,32910,3796,Photo,11.534488
3/16/2023 15:46,General ,TWITTER,N/A ,243,15,Text,6.172839506
3/16/2023 15:45,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/16/2023 15:35,DOTA2,YOUTUBE,N/A ,1,0,Video,
3/16/2023 15:18,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/16/2023 15:18,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/16/2023 15:15,DOTA2,TWITTER,Community Engagement ,2613,140,Photo,
3/16/2023 15:15,General ,FBPAGE,Community Engagement ,44956,5271,Photo,11.72479758
3/16/2023 15:06,General ,YOUTUBE,N/A ,1376,16,Video,1.162790698
3/16/2023 14:55,DOTA2,YOUTUBE,N/A ,0,0,Video,
3/16/2023 14:51,General ,TWITTER,Community Engagement ,150173,5244,Photo,3.491972592
3/16/2023 14:51,DOTA2,TWITTER,N/A ,914,19,Photo,
3/16/2023 14:27,General ,TWITTER,Community Engagement ,15135,204,Photo,1.347869177
3/16/2023 14:10,DOTA2,TWITTER,N/A ,151,5,Text,
3/16/2023 14:08,DOTA2,TWITTER,Community Engagement ,2186,95,Photo,
3/16/2023 14:08,General ,FBPAGE,Community Engagement ,19125,1437,Photo,7.51372549
3/16/2023 14:02,General ,TWITTER,Community Engagement ,13326,169,Photo,1.268197509
3/16/2023 14:02,DOTA2,TWITTER,N/A ,651,11,Photo,
3/16/2023 13:00,General ,TWITTER,Community Engagement ,11840,274,Video,2.314189189
3/16/2023 13:00,General ,FBPAGE,Community Engagement ,10935,521,Video,4.764517604
3/16/2023 12:05,General ,TWITTER,Community Engagement ,1977,31,Text,1.568032372
3/16/2023 12:00,General ,INSTAGRAM,Evergreen ,10329,120,Video,1.16177752
3/16/2023 12:00,General ,TWITTER,Community Engagement ,13503,425,Photo,3.147448715
3/16/2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,1628,122,Video,7.493857494
3/16/2023 11:18,General ,YOUTUBE,N/A ,1725,26,Video,1.507246377
3/16/2023 11:00,General ,TWITTER,Community Engagement ,19277,584,Video,3.029517041
3/16/2023 10:27,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/16/2023 10:27,DOTA2,TWITTER,N/A ,526,20,Photo,
3/16/2023 10:27,DOTA2,TWITTER,Community Engagement ,1508,113,Photo,
3/16/2023 10:26,General ,FBPAGE,Community Engagement ,12766,1656,Video,12.97195676
3/16/2023 9:11,General ,YOUTUBE,N/A ,2002,66,Video,3.296703297
3/16/2023 9:06,General ,INSTAGRAM,Evergreen ,14296,241,Video,1.685786234
